id,title,description,link,image_link,price,availability,condition,brand,gtin
"040aa7f7-1f91-44ee-9e58-1bbdd309e4de","Коротка, пряма перука з чубчиком","Перука, яка поєднує чітку геометрію і мʼякий обʼєм. Завдяки багатошаровій стрижці вона виглядає природно, легко вкладається і зберігає форму протягом дня. Ідеальний вибір для тих, хто шукає стильний, універсальний образ без зайвих деталей. Підходить до різних типів обличчя, легко адаптується під макіяж і аксесуари. ","https://perukytut.com.ua/products/wigs/040aa7f7-1f91-44ee-9e58-1bbdd309e4de","https://images.perukytyt.com/cdn-cgi/image/width=600,height=900,quality=80,format=webp/4d3b0c87-f4a2-4cc5-8c48-7f8815b5db3f.jpg","1600 UAH","in stock","new","ПЕРУКИ ТУТ",""
"6a5003c6-39ef-4520-89a3-9a8b18a881da","Коротка, об’ємна перука з чубчиком","Перука, яка поєднує чітку форму, природний обʼєм і мʼяку текстуру. Багатошарова стрижка додає руху, а укладка тримається без зусиль. Ідеальна для тих, хто шукає стильний, але невимушений образ. Пасує до будь-якого типу обличчя, легко адаптується під макіяж і аксесуари.","https://perukytut.com.ua/products/wigs/6a5003c6-39ef-4520-89a3-9a8b18a881da","https://images.perukytyt.com/cdn-cgi/image/width=600,height=900,quality=80,format=webp/848aa3f9-5ce5-429d-840c-c97f7cf08cd0.jpg","1500 UAH","in stock","new","ПЕРУКИ ТУТ",""
"266b7f9b-ef4c-4eb3-8fe5-8389c7ad3476","Коротка перука з чубчиком","Cтильна коротка перука , яка створює обʼєм і природний вигляд. Ідеальна для щоденного використання або як акцент до образу.","https://perukytut.com.ua/products/wigs/266b7f9b-ef4c-4eb3-8fe5-8389c7ad3476","https://images.perukytyt.com/cdn-cgi/image/width=600,height=900,quality=80,format=webp/155a5739-b4bf-4441-88a5-524e8aade26c.jpg","1500 UAH","in stock","new","ПЕРУКИ ТУТ",""
"affd1c25-0a28-4941-bbf9-1c1bedd48d55","Коротка,пряма перука з чубчиком","Перука, яка створює м’який, збалансований силует. Її довжина і пряме волосся з чубчиком - це вибір для тих, хто цінує природність і легкість. Волокно термостійке - можна укладати феном, праскою, плойкою. Модель виглядає натурально, не блищить, добре тримає форму. Ідеальна для щоденного носіння, фотосесій або моментів, коли хочеться виглядати ніжно, але виразно.","https://perukytut.com.ua/products/wigs/affd1c25-0a28-4941-bbf9-1c1bedd48d55","https://images.perukytyt.com/cdn-cgi/image/width=600,height=900,quality=80,format=webp/7a425ba7-0885-4ae5-aed9-975096462c62.HEIC","1300 UAH","in stock","new","ПЕРУКИ ТУТ",""
"c08baa7b-d816-4cec-9566-71bb4d3fa9e0","Коротка натуральна перука","Це не просто перука — це геометрія впевненості. Для тих, хто не грає ролі, а створює власну сцену. ","https://perukytut.com.ua/products/wigs/c08baa7b-d816-4cec-9566-71bb4d3fa9e0","https://images.perukytyt.com/cdn-cgi/image/width=600,height=900,quality=80,format=webp/cb14c447-3b4d-43cb-8704-93025cc25ad6.jpg","6000 UAH","in stock","new","ПЕРУКИ ТУТ",""
"78185cce-0375-4ba9-9674-373181c99a4b","Коротка натуральна перука","Цей образ — для тих, хто не боїться бути спокійною, але помітною. Одягни — і дозволь собі бути історією, яку хочеться слухати. ","https://perukytut.com.ua/products/wigs/78185cce-0375-4ba9-9674-373181c99a4b","https://images.perukytyt.com/cdn-cgi/image/width=600,height=900,quality=80,format=webp/4cfb5aff-567c-40d0-9a9e-737700a4c228.jpg","6000 UAH","in stock","new","ПЕРУКИ ТУТ",""
"a83149b6-6447-405f-b660-01cc35fcad9f","Коротка,хвиляста перука з чубчиком","Це не просто перука, це позиція. Вона говорить за тебе, навіть коли ти мовчиш. Класична багатошарова стрижка. Легка текстура, природний блиск, зручна посадка. Підходить для щоденного носіння. Добре тримає форму. Поєднується з класичним макіяжем.  ","https://perukytut.com.ua/products/wigs/a83149b6-6447-405f-b660-01cc35fcad9f","https://images.perukytyt.com/cdn-cgi/image/width=600,height=900,quality=80,format=webp/12d90431-d4c2-418b-a6a9-54f8a73acf86.jpg","900 UAH","in stock","new","ПЕРУКИ ТУТ",""
"907c6b8d-94ce-4611-af68-8b752756a0fa","Хвостик на липучці+гребінець","Легкий у використанні хвостик, що кріпиться за допомогою липучки та обгортається прядкою для природного вигляду. Надійно фіксується, не сповзає, ідеально підходить для гладких зачісок, фотосесій або щоденного носіння.   ","https://perukytut.com.ua/products/tails/907c6b8d-94ce-4611-af68-8b752756a0fa","https://images.perukytyt.com/cdn-cgi/image/width=600,height=900,quality=80,format=webp/f9cf0667-ad3a-4924-a6e5-1c68f4b48aa6.jpg","500 UAH","in stock","new","ПЕРУКИ ТУТ",""
"8b2d101a-9e7a-4a69-bae6-2ee566604698","Екстрадовга перука на повязці","Це не просто перука. Це настрій. Вона створена для тих, хто хоче виглядати тепло, затишно й природно. Ідеальна для сезону, коли хочеться бути собою, але з акцентом. Легка посадка — не тисне, не сповзає. Текстура з природним блиском, без ефекту «ляльки». Ідеальна для осінніх образів, фотосесій, щоденного носіння. Волосся не плутається, легко розчісується. Підходить для будь-якої форми обличчя. ","https://perukytut.com.ua/products/wigs/8b2d101a-9e7a-4a69-bae6-2ee566604698","https://images.perukytyt.com/cdn-cgi/image/width=600,height=900,quality=80,format=webp/a30a351d-a138-400c-a83b-aa4d609b2ce7.jpg","2500 UAH","in stock","new","ПЕРУКИ ТУТ",""
"8e9659b0-2781-4cff-a304-a65ff586744f","Каре на пов'язці","Це вибір тих, хто хоче виглядати стильно, але невимушено. Вона додає структури, впевненості й затишку. Ідеальна для сезону, коли хочеться бути собою, але з акцентом. Ідеальна форма — з об’ємною верхівкою й м’яким контуром. Легка посадка — не тисне, не сповзає волосся не плутається, легко розчісується. Підходить для щоденного носіння, фотосесій. Створює ефект натурального волосся без складного догляду. ","https://perukytut.com.ua/products/wigs/8e9659b0-2781-4cff-a304-a65ff586744f","https://images.perukytyt.com/cdn-cgi/image/width=600,height=900,quality=80,format=webp/68d64d51-4aa7-4325-88c2-0f82a64868a2.jpg","1500 UAH","in stock","new","ПЕРУКИ ТУТ",""
"1d2c9f20-ccec-4191-8151-a3c787edb4fd","Коротка, пряма перука з чубчиком","Це перука, яка створює акуратний, збалансований силует. Її коротке пряме волосся лягає рівно, а чубчик додає м’якості та гармонії. Волокно термостійке - можна укладати феном, праскою, плойкою. Модель зручна у носінні, не блищить, виглядає природно. Ідеальна для щоденних образів, офісу або моментів, коли хочеться виглядати стримано, але виразно.","https://perukytut.com.ua/products/wigs/1d2c9f20-ccec-4191-8151-a3c787edb4fd","https://images.perukytyt.com/cdn-cgi/image/width=600,height=900,quality=80,format=webp/0141b2e9-0921-4f81-880e-e3d74dcb1b7f.png","1500 UAH","in stock","new","ПЕРУКИ ТУТ",""
"662c640b-8b85-422a-8b8c-35bb3e8f8b59","Коротка, об’ємна перука з чубчиком","Витончена коротка перука , укладена в багатошаровий об’єм. Поєднання елегантності, зручності та стилю. Ідеально підходить для щоденного образу та фотосесій.","https://perukytut.com.ua/products/wigs/662c640b-8b85-422a-8b8c-35bb3e8f8b59","https://images.perukytyt.com/cdn-cgi/image/width=600,height=900,quality=80,format=webp/0f545528-e60f-4a5c-98ea-dd7cd4230618.HEIC","1600 UAH","in stock","new","ПЕРУКИ ТУТ",""
"2a7376ea-9ea1-4e03-bd73-6fe145056751","Довга, хвиляста перука з чубчиком","Перука, яка говорить без слів. Її м’яке, хвилясте волосся огортає обличчя, створюючи образ спокою, впевненості й витонченості. Завдяки термостійкому волокну, її можна укладати за настроєм — від легких хвиль до прямого блиску. Ідеальний вибір для тих, хто цінує комфорт, стиль і натуральний вигляд.","https://perukytut.com.ua/products/wigs/2a7376ea-9ea1-4e03-bd73-6fe145056751","https://images.perukytyt.com/cdn-cgi/image/width=600,height=900,quality=80,format=webp/8d33ea1f-da7a-4816-b520-51d6b331f70b.HEIC","2300 UAH","in stock","new","ПЕРУКИ ТУТ",""
"a942c1f7-6822-4697-bdc2-d0c1f147cb1a","Натуральна перука середньої довжини","Ця перука — про легкість,відкритість і ніжність. Для тих, хто хоче виглядати природно, але не буденно.","https://perukytut.com.ua/products/wigs/a942c1f7-6822-4697-bdc2-d0c1f147cb1a","https://images.perukytyt.com/cdn-cgi/image/width=600,height=900,quality=80,format=webp/6963e08a-ff8a-434a-b237-8524da4e7cd3.jpg","5500 UAH","in stock","new","ПЕРУКИ ТУТ",""
"1e041138-5344-4f2e-9bd5-22e51332b783","Натуральна перука середньої довжини","Перука, що говорить мовою ліній і обʼєму. Це вибір для тих, хто цінує простоту з характером. Вона пасує до мінімалістичного образу, але витримує і яскраві акценти. Її можна носити щодня — або вдягнути, коли хочеться змін. Вона не маскує, а підкреслює.","https://perukytut.com.ua/products/wigs/1e041138-5344-4f2e-9bd5-22e51332b783","https://images.perukytyt.com/cdn-cgi/image/width=600,height=900,quality=80,format=webp/a6110d40-8340-4bf5-9dcf-595dafa4e405.jpg","7500 UAH","in stock","new","ПЕРУКИ ТУТ",""
"ab5ff511-6410-42b9-bc5a-34fd8f7d5b5d","Натуральна перука середньої довжини","Ця перука — про легкість, відкритість і ніжність. Для тих, хто хоче виглядати природно, але не буденно.   ","https://perukytut.com.ua/products/wigs/ab5ff511-6410-42b9-bc5a-34fd8f7d5b5d","https://images.perukytyt.com/cdn-cgi/image/width=600,height=900,quality=80,format=webp/5d83553f-0871-41c8-ba08-291a03dd185b.jpg","7000 UAH","in stock","new","ПЕРУКИ ТУТ",""
"cfbec98c-b1f2-4779-8b56-5d98f1d42c9f","Пасма натурального волосся для нарощування прямі на кліпсах-заколках","Пасма натурального волосся на кліпсах-заколках, що надійно фіксуються біля коренів власного волосся, стали справжнім трендом останніх років — вони є гідною альтернативою нарощуванню. Їхня головна перевага — легкість у використанні: заколки просто кріпляться, не потребують спеціальних навичок і дозволяють миттєво змінити образ.","https://perukytut.com.ua/products/tails/cfbec98c-b1f2-4779-8b56-5d98f1d42c9f","https://images.perukytyt.com/cdn-cgi/image/width=600,height=900,quality=80,format=webp/9bf1551f-a383-4d7e-802a-a8607efdbbe3.jpg","10000 UAH","in stock","new","ПЕРУКИ ТУТ",""
"7970dce8-ec21-4dd1-8e23-c75502bf6ad4","Довгий, хвилястий хвостик","Цей хвостик — як легкий акцент, що перетворює звичайну зачіску на ""WOW"" ефект.","https://perukytut.com.ua/products/tails/7970dce8-ec21-4dd1-8e23-c75502bf6ad4","https://images.perukytyt.com/cdn-cgi/image/width=600,height=900,quality=80,format=webp/dc93f06d-bebc-4cb7-9168-bc81846ce5cc.jpg","1000 UAH","in stock","new","ПЕРУКИ ТУТ",""
"b6930b1a-6d50-4c93-9468-4a92b63fff96","Довгий хвостик на шнурівці","Ідеальне рішення для тих, хто хоче додати довжини, об’єму або створити виразний силует без складного укладання. Гладка текстура, природний блиск і зручна система кріплення забезпечують комфорт і стиль у кожному русі. Термостійке волокно.","https://perukytut.com.ua/products/tails/b6930b1a-6d50-4c93-9468-4a92b63fff96","https://images.perukytyt.com/cdn-cgi/image/width=600,height=900,quality=80,format=webp/0c1eb47b-8e7d-4837-bf0e-95bc03825ca0.jpg","1200 UAH","in stock","new","ПЕРУКИ ТУТ",""
"60def284-2d68-4c74-9251-6e9b5bf369ea","Довгий топер на гребінцях","Елегантний топер з гладкою текстурою, центральним проділом і універсальною формою. Універсальна форма та слухняне волосся забезпечують природний вигляд і легке укладання. Термостійке волокно.","https://perukytut.com.ua/products/toppers/60def284-2d68-4c74-9251-6e9b5bf369ea","https://images.perukytyt.com/cdn-cgi/image/width=600,height=900,quality=80,format=webp/716b524e-ff87-4162-83c6-fae23962a343.jpg","600 UAH","in stock","new","ПЕРУКИ ТУТ",""
"e8317f69-3c9d-41d9-95dc-43b4d5129ba0","Коротка,пряма перука з чубчиком","Перука, яка створює ефектний силует завдяки своїй простоті. Волосся пряме - лягає рівно, м’яко. Така форма відкриває обличчя, додає образу легкості й свободи. Волокно синтетичне, але виглядає природно, без зайвого блиску. Ідеальна для фотосесій, сценічних образів або моментів, коли хочеться виглядати вражаюче, не перевантажуючи деталями.","https://perukytut.com.ua/products/wigs/e8317f69-3c9d-41d9-95dc-43b4d5129ba0","https://images.perukytyt.com/cdn-cgi/image/width=600,height=900,quality=80,format=webp/a499459a-cdfa-402b-bdb9-a9f380b55c7d.HEIC","1200 UAH","in stock","new","ПЕРУКИ ТУТ",""
"238368ac-dae3-4639-98dd-433136cc0432","Коротка,пряма перука з чубчиком","Ця модель — для тих, хто хоче змінити образ за секунду: яскраво, лаконічно, ефектно. Матеріал високоякісне термоволокно.","https://perukytut.com.ua/products/wigs/238368ac-dae3-4639-98dd-433136cc0432","https://images.perukytyt.com/cdn-cgi/image/width=600,height=900,quality=80,format=webp/bda808d7-8bda-40b0-89c2-cd8dd7a55c3e.jpg","1200 UAH","in stock","new","ПЕРУКИ ТУТ",""
"604e936a-b7a4-4955-9ad1-f3b6baad99c0","Коротка,пряма перука з чубчиком","Ця перука — як добре продуманий кадр: нічого зайвого, тільки виразність. Короткий боб із прямою чолкою створює чіткий силует, який підкреслює риси обличчя. Матеріал: термоволокно — мʼяке, матове, не блищить.  ","https://perukytut.com.ua/products/wigs/604e936a-b7a4-4955-9ad1-f3b6baad99c0","https://images.perukytyt.com/cdn-cgi/image/width=600,height=900,quality=80,format=webp/1410ac58-ec06-4178-91c7-d45ca6d42849.jpg","1500 UAH","in stock","new","ПЕРУКИ ТУТ",""
"f3c25490-1f49-4c64-aee9-65162be42373","Довга натуральна перука ","Ніяких перебільшень, ніяких масок — просто ти, така, як є. Мʼяке волосся лягає природно, довжина додає свободи. Це не аксесуар. Це продовження мови твого тіла. Цей образ — для тих, хто не боїться бути спокійною, глибокою, справжньою. Одягни — і не грай. Просто живи. ","https://perukytut.com.ua/products/wigs/f3c25490-1f49-4c64-aee9-65162be42373","https://images.perukytyt.com/cdn-cgi/image/width=600,height=900,quality=80,format=webp/ef4b34e1-b406-45eb-9758-28fcbb20366f.jpg","7500 UAH","in stock","new","ПЕРУКИ ТУТ",""
"ff2194fe-5cc8-498d-8970-2b8eb70b84c8","Екстрадовгий, хвилястий хвостик на крабі","Цей хвостик створений для тих, хто хоче додати образу ефектності без зайвих зусиль. Просто прикріпи — і готово.","https://perukytut.com.ua/products/tails/ff2194fe-5cc8-498d-8970-2b8eb70b84c8","https://images.perukytyt.com/cdn-cgi/image/width=600,height=900,quality=80,format=webp/5342f220-e3db-4727-b5b7-124d75b18e41.jpg","1100 UAH","in stock","new","ПЕРУКИ ТУТ",""
"4f017540-1356-4b7b-bbb4-f356314088e1","Пасма волосся для нарощування прямі на кліпсах-заколках","Пасма волосся на кліпсах-заколках, що надійно фіксуються біля коренів власного волосся, стали справжнім трендом останніх років — вони є гідною альтернативою нарощуванню. Їхня головна перевага — легкість у використанні: заколки просто кріпляться, не потребують спеціальних навичок і дозволяють миттєво змінити образ. Матеріал термоволокно. В наборі: 4 пасма на 3 заколки, 4 пасма на 1 заколку.","https://perukytut.com.ua/products/tails/4f017540-1356-4b7b-bbb4-f356314088e1","https://images.perukytyt.com/cdn-cgi/image/width=600,height=900,quality=80,format=webp/b127c2b2-0841-4feb-a876-d2e8c704a3df.jpg","1500 UAH","in stock","new","ПЕРУКИ ТУТ",""
"37db76ac-25c0-4992-a308-2cd9bda75677","Довга,пряма перука з чубчиком","Легка, як думка. Створена, щоб бути поруч — у моменті, в русі, в тиші. Hе просто доповнює — вона підтримує, обіймає, підкреслює. Її форма тримається без зусиль, а посадка — як друга шкіра: м’яка, гнучка, надійна.Підходить для щоденних ритмів і особливих моментів. Комфортна навіть у спеку. Не потребує складного догляду. ","https://perukytut.com.ua/products/wigs/37db76ac-25c0-4992-a308-2cd9bda75677","https://images.perukytyt.com/cdn-cgi/image/width=600,height=900,quality=80,format=webp/17fcd5ef-8c6b-43e2-bc7a-f3e704696066.jpg","2000 UAH","in stock","new","ПЕРУКИ ТУТ",""
"ca10e833-ed81-4d45-a4d1-9e9bd385a5ba","Коротка перука  з природним об'ємом","Універсальна перука з чіткою формою і природним обʼємом. Завдяки багатошаровій стрижці вона легко адаптується до різних типів обличчя, а термостійке волокно дозволяє експериментувати з укладками. Ідеальний вибір для тих, хто шукає баланс між стилем та комфортом. ","https://perukytut.com.ua/products/wigs/ca10e833-ed81-4d45-a4d1-9e9bd385a5ba","https://images.perukytyt.com/cdn-cgi/image/width=600,height=900,quality=80,format=webp/b0ca766c-110a-4095-ba32-130e17fcdc0e.jpg","1500 UAH","in stock","new","ПЕРУКИ ТУТ",""
"927bcd36-f12d-491a-ab8e-1f34dac4319d","Довга,пряма перука з чубчиком","Вона не кричить — вона говорить м’яко. Створена для тих, хто шукає баланс: між стилем і комфортом, між щоденним і особливим. Посадка — як обійми, волокно — як дотик, а образ — як продовження тебе. Не потребує складного догляду. Тримає форму навіть після активного дня. Підходить для щоденного носіння.    ","https://perukytut.com.ua/products/wigs/927bcd36-f12d-491a-ab8e-1f34dac4319d","https://images.perukytyt.com/cdn-cgi/image/width=600,height=900,quality=80,format=webp/e9c8d506-366a-477d-b8e2-fa0b78cf481f.jpg","2000 UAH","in stock","new","ПЕРУКИ ТУТ",""
"3dc5d626-11b1-414c-86b7-3a54128ff6fe","Перука середньої довжини з м’яким обрамленням обличчя","Перука, яка створює образ впевненості й елегантності. Її пряме волосся середньої довжини м’яко огортає обличчя, а чіткий силует додає стриманого шарму. Ідеальна для щоденного носіння, фотосесій або стильних образів. Виглядає натурально, не блищить, не плутається, легко укладається.","https://perukytut.com.ua/products/wigs/3dc5d626-11b1-414c-86b7-3a54128ff6fe","https://images.perukytyt.com/cdn-cgi/image/width=600,height=900,quality=80,format=webp/857b09cc-ce44-4160-a19b-ba17400c51b2.HEIC","2400 UAH","in stock","new","ПЕРУКИ ТУТ",""
"6b84b196-94eb-4ba0-9471-b5a89d57ed33","Натуральна перука середньої довжини","Лаконічна, але виразна. Це вибір для тих, хто любить контрольовану простоту. Вона не потребує зайвих слів — її форма говорить сама за себе.","https://perukytut.com.ua/products/wigs/6b84b196-94eb-4ba0-9471-b5a89d57ed33","https://images.perukytyt.com/cdn-cgi/image/width=600,height=900,quality=80,format=webp/dc49ca9f-23f8-4c7e-8cf4-38e748eeee63.jpg","7500 UAH","in stock","new","ПЕРУКИ ТУТ",""
"25e6bd0f-40b0-4f75-8881-476bad019f15","Коротка натуральна перука","Ця перука — як затишна пауза між справами. Вона не прагне вразити, вона просто пасує. Волосся лягає легко, тримає форму, не боїться руху. Обʼєм — достатній, щоб відчути себе впевнено. Для тих, хто любить простоту, але не банальність.  Для моментів, коли хочеться виглядати зібрано, але не строго.   Це образ, що працює на тебе — без зайвих слів. ","https://perukytut.com.ua/products/wigs/25e6bd0f-40b0-4f75-8881-476bad019f15","https://images.perukytyt.com/cdn-cgi/image/width=600,height=900,quality=80,format=webp/9d9f1276-3e7b-4c93-ad4f-530f6a5f5fec.jpg","4800 UAH","in stock","new","ПЕРУКИ ТУТ",""
"c2ddb7ce-2335-4963-b2d7-d53cad05c60e","Екстрадовгий,хвилястий хвостик на крабі","Просто прикріпи — і твій образ заграє новими фарбами. Матеріал термостійке волокно.","https://perukytut.com.ua/products/tails/c2ddb7ce-2335-4963-b2d7-d53cad05c60e","https://images.perukytyt.com/cdn-cgi/image/width=600,height=900,quality=80,format=webp/2abfd9db-7c69-47fe-acbf-86778c32a284.jpg","1300 UAH","in stock","new","ПЕРУКИ ТУТ",""
"fd14411c-aa2d-4c5b-a569-ca972833d03a","Пряме каре з чубчиком","Вона не потребує зайвих слів. Це перука, яка просто працює: виглядає природно, відчувається комфортно, тримає форму навіть після активного дня. Її посадка — м’яка, гнучка, надійна. Її вигляд — як продовження тебе. Підходить для щоденного носіння. Не потребує складного догляду. Легка, термостійка, адаптивна. ","https://perukytut.com.ua/products/wigs/fd14411c-aa2d-4c5b-a569-ca972833d03a","https://images.perukytyt.com/cdn-cgi/image/width=600,height=900,quality=80,format=webp/1b69abc1-ab68-429d-82f2-175db876cd73.jpg","2000 UAH","in stock","new","ПЕРУКИ ТУТ",""
"eb2c96b2-7154-4d00-ac08-d786f3d9440b","Перука середньої довжини,каскадна стрижка,чубчик","Це перука, яка створює природний об’єм і м’який силует. Її стрижка — каскад середньої довжини з чубчиком — виглядає легко, але структурно. Волосся лягає шарами, не пушиться, добре тримає форму. Волокно термостійке — можна укладати феном, плойкою, праскою до 180°C. Ідеальна для щоденного носіння, фотосесій або моментів, коли хочеться виглядати природно, але виразно.","https://perukytut.com.ua/products/wigs/eb2c96b2-7154-4d00-ac08-d786f3d9440b","https://images.perukytyt.com/cdn-cgi/image/width=600,height=900,quality=80,format=webp/68e90715-6a16-4e3f-ae50-b296951e00e1.HEIC","2000 UAH","in stock","new","ПЕРУКИ ТУТ",""
"d7e60a5a-e826-476c-916c-5ec85b0d5564","Перука середньої довжини з м’якими каскадними переходами","Це перука, що поєднує в собі природність і витонченість. Її м’які пасма спадають каскадом, створюючи легкий об’єм і живу текстуру. Завдяки термостійкому волокну, її можна укладати за власним бажанням — від гладкої класики до м’яких хвиль. Ідеальна для щоденного носіння, фотосесій або стильних перевтілень.","https://perukytut.com.ua/products/wigs/d7e60a5a-e826-476c-916c-5ec85b0d5564","https://images.perukytyt.com/cdn-cgi/image/width=600,height=900,quality=80,format=webp/7275bb0a-e301-4915-a86f-cf980e286c09.HEIC","2000 UAH","in stock","new","ПЕРУКИ ТУТ",""
"2d21acf2-8899-466a-93c3-df702628cb14","Екстрадовга,пряма перука з чубчиком","Це перука, яка створює елегантний силует і відчуття легкості. Довге пряме волосся м’яко спадає, а чубчик додає балансу і ніжності. Волокно термостійке — можна укладати феном, плойкою чи праскою. Ідеальна для щоденного носіння, фотосесій або особливих моментів, коли хочеться виглядати природно, але виразно.","https://perukytut.com.ua/products/wigs/2d21acf2-8899-466a-93c3-df702628cb14","https://images.perukytyt.com/cdn-cgi/image/width=600,height=900,quality=80,format=webp/564e37c4-28de-4c8a-8071-a6476ccdfe67.HEIC","3000 UAH","in stock","new","ПЕРУКИ ТУТ",""
